,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qends,start,send,evalue,bitscore,gene,strain,contig
5020,group8620|3356-147A|3356-147A_01896,unitig_0|quiver,100.0,822,0,0,1,822,1200544,1201365,0.0,1519.0,group8620,3356-147A,3356-147A_01896
4837,group7154|3356-147A|3356-147A_01898,unitig_0|quiver,100.0,324,0,0,1,324,1203574,1203251,8.41e-172,599.0,group7154,3356-147A,3356-147A_01898
1252,group2247|3356-147A|3356-147A_01899,unitig_0|quiver,100.0,2676,0,0,1,2676,1203803,1206478,0.0,4942.0,group2247,3356-147A,3356-147A_01899
4868,group7396|3356-147A|3356-147A_01900,unitig_0|quiver,100.0,834,0,0,1,834,1206545,1207378,0.0,1541.0,group7396,3356-147A,3356-147A_01900
2299,group3408|3356-147A|3356-147A_03082,unitig_0|quiver,76.761,852,172,25,439,1277,1210412,1209574,2.88e-127,453.0,group3408,3356-147A,3356-147A_03082
4274,group5920|3356-147A|3356-147A_01916,unitig_0|quiver,100.0,1269,0,0,1,1269,1222392,1221124,0.0,2344.0,group5920,3356-147A,3356-147A_01916
4275,group5922|3356-147A|3356-147A_01917,unitig_0|quiver,100.0,1362,0,0,1,1362,1223837,1222476,0.0,2516.0,group5922,3356-147A,3356-147A_01917
1254,group2250|3356-147A|3356-147A_01918,unitig_0|quiver,100.0,633,0,0,1,633,1224803,1224171,0.0,1170.0,group2250,3356-147A,3356-147A_01918
1255,group2251|3356-147A|3356-147A_01919,unitig_0|quiver,100.0,1026,0,0,1,1026,1225825,1224800,0.0,1895.0,group2251,3356-147A,3356-147A_01919
1256,group2252|3356-147A|3356-147A_01920,unitig_0|quiver,100.0,1362,0,0,1,1362,1227227,1225866,0.0,2516.0,group2252,3356-147A,3356-147A_01920
1257,group2253|3356-147A|3356-147A_01921,unitig_0|quiver,100.0,1110,0,0,1,1110,1228398,1227289,0.0,2050.0,group2253,3356-147A,3356-147A_01921
1258,group2254|3356-147A|3356-147A_01922,unitig_0|quiver,100.0,513,0,0,1,513,1228529,1229041,0.0,948.0,group2254,3356-147A,3356-147A_01922
1259,group2255|3356-147A|3356-147A_01923,unitig_0|quiver,100.0,462,0,0,1,462,1229511,1229050,0.0,854.0,group2255,3356-147A,3356-147A_01923
1260,group2256|3356-147A|3356-147A_01924,unitig_0|quiver,100.0,792,0,0,1,792,1229635,1230426,0.0,1463.0,group2256,3356-147A,3356-147A_01924
3667,group5040|3356-147A|3356-147A_01925,unitig_0|quiver,100.0,1005,0,0,1,1005,1231518,1230514,0.0,1857.0,group5040,3356-147A,3356-147A_01925
3666,group5039|3356-147A|3356-147A_01926,unitig_0|quiver,100.0,894,0,0,1,894,1231687,1232580,0.0,1652.0,group5039,3356-147A,3356-147A_01926
3515,group4872|3356-147A|3356-147A_01927,unitig_0|quiver,100.0,885,0,0,1,885,1233513,1232629,0.0,1635.0,group4872,3356-147A,3356-147A_01927
3665,group5038|3356-147A|3356-147A_01928,unitig_0|quiver,100.0,180,0,0,1,180,1233765,1233586,4.96e-92,333.0,group5038,3356-147A,3356-147A_01928
3664,group5037|3356-147A|3356-147A_01929,unitig_0|quiver,100.0,582,0,0,1,582,1234603,1234022,0.0,1075.0,group5037,3356-147A,3356-147A_01929
3663,group5036|3356-147A|3356-147A_01930,unitig_0|quiver,100.0,168,0,0,1,168,1234767,1234600,2.15e-85,311.0,group5036,3356-147A,3356-147A_01930
3662,group5035|3356-147A|3356-147A_01931,unitig_0|quiver,100.0,867,0,0,1,867,1235680,1234814,0.0,1602.0,group5035,3356-147A,3356-147A_01931
3661,group5034|3356-147A|3356-147A_01932,unitig_0|quiver,100.0,399,0,0,1,399,1236193,1235795,0.0,737.0,group5034,3356-147A,3356-147A_01932
3660,group5033|3356-147A|3356-147A_01933,unitig_0|quiver,100.0,267,0,0,1,267,1236493,1236759,3.31e-140,494.0,group5033,3356-147A,3356-147A_01933
3659,group5032|3356-147A|3356-147A_01934,unitig_0|quiver,100.0,849,0,0,1,849,1237701,1236853,0.0,1568.0,group5032,3356-147A,3356-147A_01934
3658,group5031|3356-147A|3356-147A_01935,unitig_0|quiver,100.0,177,0,0,1,177,1237865,1238041,2.26e-90,327.0,group5031,3356-147A,3356-147A_01935
3657,group5030|3356-147A|3356-147A_01936,unitig_0|quiver,100.0,1389,0,0,1,1389,1238105,1239493,0.0,2566.0,group5030,3356-147A,3356-147A_01936
3656,group5029|3356-147A|3356-147A_01937,unitig_0|quiver,100.0,624,0,0,1,624,1239496,1240119,0.0,1153.0,group5029,3356-147A,3356-147A_01937
3655,group5028|3356-147A|3356-147A_01938,unitig_0|quiver,100.0,522,0,0,1,522,1240668,1240147,0.0,965.0,group5028,3356-147A,3356-147A_01938
3654,group5027|3356-147A|3356-147A_01939,unitig_0|quiver,100.0,477,0,0,1,477,1240953,1241429,0.0,881.0,group5027,3356-147A,3356-147A_01939
3653,group5026|3356-147A|3356-147A_01940,unitig_0|quiver,100.0,795,0,0,1,795,1241599,1242393,0.0,1469.0,group5026,3356-147A,3356-147A_01940
3652,group5025|3356-147A|3356-147A_01941,unitig_0|quiver,100.0,2085,0,0,1,2085,1244813,1242729,0.0,3851.0,group5025,3356-147A,3356-147A_01941
3651,group5024|3356-147A|3356-147A_01942,unitig_0|quiver,100.0,1170,0,0,1,1170,1245989,1244820,0.0,2161.0,group5024,3356-147A,3356-147A_01942
3650,group5023|3356-147A|3356-147A_01943,unitig_0|quiver,100.0,1656,0,0,1,1656,1247669,1246014,0.0,3059.0,group5023,3356-147A,3356-147A_01943
3649,group5022|3356-147A|3356-147A_01944,unitig_0|quiver,100.0,1551,0,0,1,1551,1249221,1247671,0.0,2865.0,group5022,3356-147A,3356-147A_01944
3258,group4527|3356-147A|3356-147A_06125,unitig_0|quiver,77.083,336,65,10,390,719,1249963,1249634,3.25e-46,183.0,group4527,3356-147A,3356-147A_06125
1482,group2503|3356-147A|3356-147A_04994,unitig_0|quiver,100.0,1521,0,0,1,1521,1255195,1253675,0.0,2809.0,group2503,3356-147A,3356-147A_04994
1481,group2502|3356-147A|3356-147A_04993,unitig_0|quiver,100.0,780,0,0,1,780,1255974,1255195,0.0,1441.0,group2502,3356-147A,3356-147A_04993
1480,group2501|3356-147A|3356-147A_04992,unitig_0|quiver,100.0,1614,0,0,1,1614,1257580,1255967,0.0,2981.0,group2501,3356-147A,3356-147A_04992
1479,group2500|3356-147A|3356-147A_04991,unitig_0|quiver,100.0,1047,0,0,1,1047,1258636,1257590,0.0,1934.0,group2500,3356-147A,3356-147A_04991
4772,group6878|3356-147A|3356-147A_04990,unitig_0|quiver,100.0,405,0,0,1,405,1259028,1259432,0.0,749.0,group6878,3356-147A,3356-147A_04990
4771,group6877|3356-147A|3356-147A_04989,unitig_0|quiver,100.0,1392,0,0,1,1392,1260883,1259492,0.0,2571.0,group6877,3356-147A,3356-147A_04989
4770,group6876|3356-147A|3356-147A_04988,unitig_0|quiver,100.0,1245,0,0,1,1245,1262124,1260880,0.0,2300.0,group6876,3356-147A,3356-147A_04988
4769,group6875|3356-147A|3356-147A_04987,unitig_0|quiver,100.0,2013,0,0,1,2013,1262242,1264254,0.0,3718.0,group6875,3356-147A,3356-147A_04987
1477,group2499|3356-147A|3356-147A_04986,unitig_0|quiver,100.0,1536,0,0,1,1536,1264414,1265949,0.0,2837.0,group2499,3356-147A,3356-147A_04986
1476,group2498|3356-147A|3356-147A_04985,unitig_0|quiver,100.0,618,0,0,1,618,1266013,1266630,0.0,1142.0,group2498,3356-147A,3356-147A_04985
1475,group2497|3356-147A|3356-147A_04984,unitig_0|quiver,100.0,1044,0,0,1,1044,1267714,1266671,0.0,1929.0,group2497,3356-147A,3356-147A_04984
1474,group2495|3356-147A|3356-147A_04983,unitig_0|quiver,100.0,888,0,0,1,888,1268702,1267815,0.0,1640.0,group2495,3356-147A,3356-147A_04983
1473,group2494|3356-147A|3356-147A_04982,unitig_0|quiver,100.0,852,0,0,1,852,1268827,1269678,0.0,1574.0,group2494,3356-147A,3356-147A_04982
1472,group2493|3356-147A|3356-147A_04981,unitig_0|quiver,100.0,1005,0,0,1,1005,1269832,1270836,0.0,1857.0,group2493,3356-147A,3356-147A_04981
1471,group2492|3356-147A|3356-147A_04980,unitig_0|quiver,100.0,939,0,0,1,939,1271816,1270878,0.0,1735.0,group2492,3356-147A,3356-147A_04980
1470,group2491|3356-147A|3356-147A_04979,unitig_0|quiver,100.0,159,0,0,1,159,1272009,1272167,2.03e-80,294.0,group2491,3356-147A,3356-147A_04979
1469,group2490|3356-147A|3356-147A_04978,unitig_0|quiver,100.0,309,0,0,1,309,1272270,1272578,1.74e-163,571.0,group2490,3356-147A,3356-147A_04978
1467,group2489|3356-147A|3356-147A_04977,unitig_0|quiver,100.0,1317,0,0,1,1317,1273908,1272592,0.0,2433.0,group2489,3356-147A,3356-147A_04977
1466,group2488|3356-147A|3356-147A_04976,unitig_0|quiver,100.0,1404,0,0,1,1404,1275308,1273905,0.0,2593.0,group2488,3356-147A,3356-147A_04976
1465,group2487|3356-147A|3356-147A_04975,unitig_0|quiver,100.0,381,0,0,1,381,1275455,1275835,0.0,704.0,group2487,3356-147A,3356-147A_04975
1464,group2486|3356-147A|3356-147A_04974,unitig_0|quiver,100.0,354,0,0,1,354,1275859,1276212,0.0,654.0,group2486,3356-147A,3356-147A_04974
1463,group2485|3356-147A|3356-147A_04973,unitig_0|quiver,100.0,1839,0,0,1,1839,1278214,1276376,0.0,3397.0,group2485,3356-147A,3356-147A_04973
1462,group2484|3356-147A|3356-147A_04972,unitig_0|quiver,100.0,948,0,0,1,948,1278549,1279496,0.0,1751.0,group2484,3356-147A,3356-147A_04972
1461,group2483|3356-147A|3356-147A_04971,unitig_0|quiver,100.0,657,0,0,1,657,1279496,1280152,0.0,1214.0,group2483,3356-147A,3356-147A_04971
1460,group2482|3356-147A|3356-147A_04970,unitig_0|quiver,100.0,420,0,0,1,420,1280582,1280163,0.0,776.0,group2482,3356-147A,3356-147A_04970
1459,group2481|3356-147A|3356-147A_04969,unitig_0|quiver,100.0,423,0,0,1,423,1281089,1280667,0.0,782.0,group2481,3356-147A,3356-147A_04969
1458,group2480|3356-147A|3356-147A_04968,unitig_0|quiver,100.0,1011,0,0,1,1011,1282223,1281213,0.0,1868.0,group2480,3356-147A,3356-147A_04968
1456,group2479|3356-147A|3356-147A_04967,unitig_0|quiver,100.0,390,0,0,1,390,1282710,1282321,0.0,721.0,group2479,3356-147A,3356-147A_04967
1455,group2478|3356-147A|3356-147A_04966,unitig_0|quiver,100.0,369,0,0,1,369,1283212,1282844,0.0,682.0,group2478,3356-147A,3356-147A_04966
1454,group2477|3356-147A|3356-147A_04965,unitig_0|quiver,100.0,651,0,0,1,651,1284085,1283435,0.0,1203.0,group2477,3356-147A,3356-147A_04965
1453,group2476|3356-147A|3356-147A_04964,unitig_0|quiver,100.0,1341,0,0,1,1341,1285422,1284082,0.0,2477.0,group2476,3356-147A,3356-147A_04964
1452,group2475|3356-147A|3356-147A_04963,unitig_0|quiver,100.0,477,0,0,1,477,1286133,1285657,0.0,881.0,group2475,3356-147A,3356-147A_04963
1451,group2474|3356-147A|3356-147A_04962,unitig_0|quiver,100.0,210,0,0,1,210,1286359,1286150,1.24e-108,388.0,group2474,3356-147A,3356-147A_04962
1450,group2473|3356-147A|3356-147A_04961,unitig_0|quiver,100.0,570,0,0,1,570,1286943,1286374,0.0,1053.0,group2473,3356-147A,3356-147A_04961
1449,group2472|3356-147A|3356-147A_04960,unitig_0|quiver,100.0,363,0,0,1,363,1287437,1287075,0.0,671.0,group2472,3356-147A,3356-147A_04960
1448,group2471|3356-147A|3356-147A_04959,unitig_0|quiver,100.0,534,0,0,1,534,1287983,1287450,0.0,987.0,group2471,3356-147A,3356-147A_04959
1447,group2470|3356-147A|3356-147A_04958,unitig_0|quiver,100.0,399,0,0,1,399,1288424,1288026,0.0,737.0,group2470,3356-147A,3356-147A_04958
1445,group2469|3356-147A|3356-147A_04957,unitig_0|quiver,100.0,306,0,0,1,306,1288742,1288437,8.02e-162,566.0,group2469,3356-147A,3356-147A_04957
1444,group2468|3356-147A|3356-147A_04956,unitig_0|quiver,100.0,558,0,0,1,558,1289332,1288775,0.0,1031.0,group2468,3356-147A,3356-147A_04956
1443,group2467|3356-147A|3356-147A_04955,unitig_0|quiver,100.0,309,0,0,1,309,1289633,1289325,1.74e-163,571.0,group2467,3356-147A,3356-147A_04955
1442,group2466|3356-147A|3356-147A_04954,unitig_0|quiver,100.0,369,0,0,1,369,1290013,1289645,0.0,682.0,group2466,3356-147A,3356-147A_04954
1441,group2465|3356-147A|3356-147A_04953,unitig_0|quiver,100.0,240,0,0,1,240,1290512,1290273,3.02e-125,444.0,group2465,3356-147A,3356-147A_04953
1440,group2464|3356-147A|3356-147A_04952,unitig_0|quiver,100.0,201,0,0,1,201,1290725,1290525,1.19e-103,372.0,group2464,3356-147A,3356-147A_04952
1439,group2463|3356-147A|3356-147A_04951,unitig_0|quiver,100.0,414,0,0,1,414,1291151,1290738,0.0,765.0,group2463,3356-147A,3356-147A_04951
1438,group2462|3356-147A|3356-147A_04950,unitig_0|quiver,100.0,732,0,0,1,732,1291919,1291188,0.0,1352.0,group2462,3356-147A,3356-147A_04950
1437,group2461|3356-147A|3356-147A_04949,unitig_0|quiver,100.0,390,0,0,1,390,1292308,1291919,0.0,721.0,group2461,3356-147A,3356-147A_04949
1436,group2460|3356-147A|3356-147A_04948,unitig_0|quiver,100.0,279,0,0,1,279,1292589,1292311,7.41e-147,516.0,group2460,3356-147A,3356-147A_04948
1434,group2459|3356-147A|3356-147A_04947,unitig_0|quiver,100.0,837,0,0,1,837,1293441,1292605,0.0,1546.0,group2459,3356-147A,3356-147A_04947
1433,group2458|3356-147A|3356-147A_04946,unitig_0|quiver,100.0,294,0,0,1,294,1293746,1293453,3.6e-155,544.0,group2458,3356-147A,3356-147A_04946
1432,group2457|3356-147A|3356-147A_04945,unitig_0|quiver,100.0,621,0,0,1,621,1294363,1293743,0.0,1147.0,group2457,3356-147A,3356-147A_04945
1431,group2456|3356-147A|3356-147A_04944,unitig_0|quiver,100.0,642,0,0,1,642,1295018,1294377,0.0,1186.0,group2456,3356-147A,3356-147A_04944
1430,group2455|3356-147A|3356-147A_04943,unitig_0|quiver,100.0,309,0,0,1,309,1295366,1295058,1.74e-163,571.0,group2455,3356-147A,3356-147A_04943
1412,group2439|3356-147A|3356-147A_04926,unitig_0|quiver,98.129,1176,22,0,1,1176,1296696,1295521,0.0,2050.0,group2439,3356-147A,3356-147A_04926
1428,group2454|3356-147A|3356-147A_04942,unitig_0|quiver,100.0,1176,0,0,1,1176,1296696,1295521,0.0,2172.0,group2454,3356-147A,3356-147A_04942
1427,group2453|3356-147A|3356-147A_04941,unitig_0|quiver,100.0,2100,0,0,1,2100,1298864,1296765,0.0,3879.0,group2453,3356-147A,3356-147A_04941
1426,group2452|3356-147A|3356-147A_04940,unitig_0|quiver,100.0,471,0,0,1,471,1299364,1298894,0.0,870.0,group2452,3356-147A,3356-147A_04940
1425,group2451|3356-147A|3356-147A_04939,unitig_0|quiver,100.0,372,0,0,1,372,1299812,1299441,0.0,688.0,group2451,3356-147A,3356-147A_04939
1424,group2450|3356-147A|3356-147A_04938,unitig_0|quiver,100.0,294,0,0,1,294,1300310,1300603,3.6e-155,544.0,group2450,3356-147A,3356-147A_04938
1422,group2449|3356-147A|3356-147A_04937,unitig_0|quiver,100.0,4209,0,0,1,4209,1304951,1300743,0.0,7773.0,group2449,3356-147A,3356-147A_04937
1421,group2448|3356-147A|3356-147A_04936,unitig_0|quiver,100.0,4140,0,0,1,4140,1309280,1305141,0.0,7646.0,group2448,3356-147A,3356-147A_04936
1420,group2447|3356-147A|3356-147A_04935,unitig_0|quiver,100.0,378,0,0,1,378,1309921,1309544,0.0,699.0,group2447,3356-147A,3356-147A_04935
1419,group2446|3356-147A|3356-147A_04934,unitig_0|quiver,100.0,519,0,0,1,519,1310498,1309980,0.0,959.0,group2446,3356-147A,3356-147A_04934
1418,group2445|3356-147A|3356-147A_04933,unitig_0|quiver,100.0,702,0,0,1,702,1311527,1310826,0.0,1297.0,group2445,3356-147A,3356-147A_04933
1417,group2444|3356-147A|3356-147A_04932,unitig_0|quiver,100.0,432,0,0,1,432,1311963,1311532,0.0,798.0,group2444,3356-147A,3356-147A_04932
1416,group2443|3356-147A|3356-147A_04931,unitig_0|quiver,100.0,531,0,0,1,531,1312670,1312140,0.0,981.0,group2443,3356-147A,3356-147A_04931
1415,group2442|3356-147A|3356-147A_04930,unitig_0|quiver,100.0,201,0,0,1,201,1312888,1312688,1.19e-103,372.0,group2442,3356-147A,3356-147A_04930
1414,group2441|3356-147A|3356-147A_04928,unitig_0|quiver,100.0,894,0,0,1,894,1314226,1313333,0.0,1652.0,group2441,3356-147A,3356-147A_04928
1411,group2439|3356-147A|3356-147A_04926,unitig_0|quiver,100.0,1176,0,0,1,1176,1315910,1314735,0.0,2172.0,group2439,3356-147A,3356-147A_04926
1429,group2454|3356-147A|3356-147A_04942,unitig_0|quiver,98.129,1176,22,0,1,1176,1315910,1314735,0.0,2050.0,group2454,3356-147A,3356-147A_04942
1410,group2438|3356-147A|3356-147A_04923,unitig_0|quiver,100.0,891,0,0,1,891,1316643,1317533,0.0,1646.0,group2438,3356-147A,3356-147A_04923
4395,group6100|3356-147A|3356-147A_04922,unitig_0|quiver,100.0,693,0,0,1,693,1317560,1318252,0.0,1280.0,group6100,3356-147A,3356-147A_04922
1409,group2437|3356-147A|3356-147A_04921,unitig_0|quiver,100.0,159,0,0,1,159,1318381,1318539,2.03e-80,294.0,group2437,3356-147A,3356-147A_04921
1408,group2436|3356-147A|3356-147A_04920,unitig_0|quiver,100.0,138,0,0,1,138,1318605,1318742,8.12e-69,255.0,group2436,3356-147A,3356-147A_04920
4137,group5667|3356-147A|3356-147A_04919,unitig_0|quiver,100.0,348,0,0,1,348,1319121,1318774,0.0,643.0,group5667,3356-147A,3356-147A_04919
642,group1694|3356-147A|3356-147A_04917,unitig_0|quiver,100.0,774,0,0,1,774,1319542,1320315,0.0,1430.0,group1694,3356-147A,3356-147A_04917
643,group1695|3356-147A|3356-147A_04916,unitig_0|quiver,100.0,516,0,0,1,516,1320320,1320835,0.0,953.0,group1695,3356-147A,3356-147A_04916
644,group1696|3356-147A|3356-147A_04915,unitig_0|quiver,100.0,1029,0,0,1,1029,1320870,1321898,0.0,1901.0,group1696,3356-147A,3356-147A_04915
645,group1697|3356-147A|3356-147A_04914,unitig_0|quiver,100.0,657,0,0,1,657,1322626,1321970,0.0,1214.0,group1697,3356-147A,3356-147A_04914
646,group1698|3356-147A|3356-147A_04913,unitig_0|quiver,100.0,2166,0,0,1,2166,1324853,1322688,0.0,4000.0,group1698,3356-147A,3356-147A_04913
647,group1699|3356-147A|3356-147A_04912,unitig_0|quiver,100.0,651,0,0,1,651,1325593,1324943,0.0,1203.0,group1699,3356-147A,3356-147A_04912
648,group1700|3356-147A|3356-147A_04911,unitig_0|quiver,100.0,996,0,0,1,996,1326604,1325609,0.0,1840.0,group1700,3356-147A,3356-147A_04911
649,group1701|3356-147A|3356-147A_04910,unitig_0|quiver,100.0,771,0,0,1,771,1327397,1326627,0.0,1424.0,group1701,3356-147A,3356-147A_04910
650,group1702|3356-147A|3356-147A_04909,unitig_0|quiver,100.0,987,0,0,1,987,1328442,1327456,0.0,1823.0,group1702,3356-147A,3356-147A_04909
651,group1704|3356-147A|3356-147A_04907,unitig_0|quiver,100.0,1533,0,0,1,1533,1331111,1329579,0.0,2832.0,group1704,3356-147A,3356-147A_04907
652,group1705|3356-147A|3356-147A_04906,unitig_0|quiver,100.0,969,0,0,1,969,1332516,1331548,0.0,1790.0,group1705,3356-147A,3356-147A_04906
653,group1706|3356-147A|3356-147A_04905,unitig_0|quiver,100.0,2430,0,0,1,2430,1335210,1332781,0.0,4488.0,group1706,3356-147A,3356-147A_04905
654,group1707|3356-147A|3356-147A_04904,unitig_0|quiver,100.0,1179,0,0,1,1179,1336794,1335616,0.0,2178.0,group1707,3356-147A,3356-147A_04904
655,group1708|3356-147A|3356-147A_04903,unitig_0|quiver,100.0,2862,0,0,1,2862,1337497,1340358,0.0,5286.0,group1708,3356-147A,3356-147A_04903
656,group1709|3356-147A|3356-147A_04902,unitig_0|quiver,100.0,1659,0,0,1,1659,1342186,1340528,0.0,3064.0,group1709,3356-147A,3356-147A_04902
657,group1710|3356-147A|3356-147A_04901,unitig_0|quiver,100.0,957,0,0,1,957,1342366,1343322,0.0,1768.0,group1710,3356-147A,3356-147A_04901
658,group1711|3356-147A|3356-147A_04900,unitig_0|quiver,100.0,1290,0,0,1,1290,1343319,1344608,0.0,2383.0,group1711,3356-147A,3356-147A_04900
659,group1712|3356-147A|3356-147A_04899,unitig_0|quiver,100.0,621,0,0,1,621,1344687,1345307,0.0,1147.0,group1712,3356-147A,3356-147A_04899
660,group1713|3356-147A|3356-147A_04898,unitig_0|quiver,100.0,1143,0,0,1,1143,1345307,1346449,0.0,2111.0,group1713,3356-147A,3356-147A_04898
661,group1714|3356-147A|3356-147A_04897,unitig_0|quiver,100.0,2655,0,0,1,2655,1346699,1349353,0.0,4903.0,group1714,3356-147A,3356-147A_04897
662,group1715|3356-147A|3356-147A_04896,unitig_0|quiver,100.0,2373,0,0,1,2373,1349355,1351727,0.0,4383.0,group1715,3356-147A,3356-147A_04896
663,group1716|3356-147A|3356-147A_04895,unitig_0|quiver,100.0,453,0,0,1,453,1351855,1352307,0.0,837.0,group1716,3356-147A,3356-147A_04895
664,group1717|3356-147A|3356-147A_04894,unitig_0|quiver,100.0,1185,0,0,1,1185,1352567,1353751,0.0,2189.0,group1717,3356-147A,3356-147A_04894
665,group1718|3356-147A|3356-147A_04893,unitig_0|quiver,100.0,168,0,0,1,168,1353844,1354011,2.15e-85,311.0,group1718,3356-147A,3356-147A_04893
666,group1719|3356-147A|3356-147A_04892,unitig_0|quiver,100.0,1374,0,0,1,1374,1356130,1354757,0.0,2538.0,group1719,3356-147A,3356-147A_04892
667,group1720|3356-147A|3356-147A_04891,unitig_0|quiver,100.0,372,0,0,1,372,1356520,1356149,0.0,688.0,group1720,3356-147A,3356-147A_04891
668,group1721|3356-147A|3356-147A_04890,unitig_0|quiver,100.0,309,0,0,1,309,1356653,1356961,1.74e-163,571.0,group1721,3356-147A,3356-147A_04890
669,group1722|3356-147A|3356-147A_04889,unitig_0|quiver,100.0,678,0,0,1,678,1356964,1357641,0.0,1253.0,group1722,3356-147A,3356-147A_04889
670,group1723|3356-147A|3356-147A_04888,unitig_0|quiver,100.0,594,0,0,1,594,1358209,1357616,0.0,1098.0,group1723,3356-147A,3356-147A_04888
671,group1724|3356-147A|3356-147A_04887,unitig_0|quiver,100.0,1323,0,0,1,1323,1358250,1359572,0.0,2444.0,group1724,3356-147A,3356-147A_04887
672,group1725|3356-147A|3356-147A_04886,unitig_0|quiver,100.0,1257,0,0,1,1257,1359665,1360921,0.0,2322.0,group1725,3356-147A,3356-147A_04886
673,group1726|3356-147A|3356-147A_04885,unitig_0|quiver,100.0,3495,0,0,1,3495,1364539,1361045,0.0,6455.0,group1726,3356-147A,3356-147A_04885
674,group1727|3356-147A|3356-147A_04884,unitig_0|quiver,100.0,465,0,0,1,465,1365050,1365514,0.0,859.0,group1727,3356-147A,3356-147A_04884
675,group1728|3356-147A|3356-147A_04883,unitig_0|quiver,100.0,684,0,0,1,684,1366309,1365626,0.0,1264.0,group1728,3356-147A,3356-147A_04883
676,group1729|3356-147A|3356-147A_04882,unitig_0|quiver,100.0,1305,0,0,1,1305,1367628,1366324,0.0,2410.0,group1729,3356-147A,3356-147A_04882
677,group1730|3356-147A|3356-147A_04881,unitig_0|quiver,100.0,1323,0,0,1,1323,1368966,1367644,0.0,2444.0,group1730,3356-147A,3356-147A_04881
678,group1731|3356-147A|3356-147A_04880,unitig_0|quiver,100.0,276,0,0,1,276,1369831,1369556,3.41e-145,510.0,group1731,3356-147A,3356-147A_04880
679,group1732|3356-147A|3356-147A_04879,unitig_0|quiver,100.0,405,0,0,1,405,1370350,1369946,0.0,749.0,group1732,3356-147A,3356-147A_04879
680,group1733|3356-147A|3356-147A_04878,unitig_0|quiver,100.0,1671,0,0,1,1671,1372023,1370353,0.0,3086.0,group1733,3356-147A,3356-147A_04878
681,group1734|3356-147A|3356-147A_04877,unitig_0|quiver,100.0,765,0,0,1,765,1372805,1372041,0.0,1413.0,group1734,3356-147A,3356-147A_04877
682,group1735|3356-147A|3356-147A_04876,unitig_0|quiver,100.0,1446,0,0,1,1446,1374250,1372805,0.0,2671.0,group1735,3356-147A,3356-147A_04876
683,group1736|3356-147A|3356-147A_04875,unitig_0|quiver,100.0,1512,0,0,1,1512,1375780,1374269,0.0,2793.0,group1736,3356-147A,3356-147A_04875
684,group1737|3356-147A|3356-147A_04874,unitig_0|quiver,100.0,1998,0,0,1,1998,1377777,1375780,0.0,3690.0,group1737,3356-147A,3356-147A_04874
685,group1738|3356-147A|3356-147A_04873,unitig_0|quiver,100.0,309,0,0,1,309,1378093,1377785,1.74e-163,571.0,group1738,3356-147A,3356-147A_04873
686,group1739|3356-147A|3356-147A_04872,unitig_0|quiver,100.0,615,0,0,1,615,1378731,1378117,0.0,1136.0,group1739,3356-147A,3356-147A_04872
687,group1740|3356-147A|3356-147A_04871,unitig_0|quiver,100.0,492,0,0,1,492,1379368,1378877,0.0,909.0,group1740,3356-147A,3356-147A_04871
688,group1741|3356-147A|3356-147A_04870,unitig_0|quiver,100.0,1044,0,0,1,1044,1380452,1379409,0.0,1929.0,group1741,3356-147A,3356-147A_04870
689,group1742|3356-147A|3356-147A_04869,unitig_0|quiver,99.952,2082,1,0,1,2082,1382546,1380465,0.0,3840.0,group1742,3356-147A,3356-147A_04869
690,group1743|3356-147A|3356-147A_04868,unitig_0|quiver,100.0,684,0,0,1,684,1383448,1382765,0.0,1264.0,group1743,3356-147A,3356-147A_04868
691,group1744|3356-147A|3356-147A_04867,unitig_0|quiver,100.0,1305,0,0,1,1305,1384755,1383451,0.0,2410.0,group1744,3356-147A,3356-147A_04867
692,group1745|3356-147A|3356-147A_04866,unitig_0|quiver,100.0,1167,0,0,1,1167,1385932,1384766,0.0,2156.0,group1745,3356-147A,3356-147A_04866
693,group1746|3356-147A|3356-147A_04865,unitig_0|quiver,100.0,273,0,0,1,273,1386221,1385949,1.57e-143,505.0,group1746,3356-147A,3356-147A_04865
694,group1747|3356-147A|3356-147A_04864,unitig_0|quiver,100.0,1191,0,0,1,1191,1387411,1386221,0.0,2200.0,group1747,3356-147A,3356-147A_04864
695,group1748|3356-147A|3356-147A_04863,unitig_0|quiver,100.0,603,0,0,1,603,1388079,1387477,0.0,1114.0,group1748,3356-147A,3356-147A_04863
696,group1749|3356-147A|3356-147A_04862,unitig_0|quiver,100.0,585,0,0,1,585,1388682,1388098,0.0,1081.0,group1749,3356-147A,3356-147A_04862
697,group1750|3356-147A|3356-147A_04861,unitig_0|quiver,100.0,369,0,0,1,369,1389041,1388673,0.0,682.0,group1750,3356-147A,3356-147A_04861
698,group1751|3356-147A|3356-147A_04857,unitig_0|quiver,100.0,399,0,0,1,399,1390105,1390503,0.0,737.0,group1751,3356-147A,3356-147A_04857
699,group1753|3356-147A|3356-147A_04856,unitig_0|quiver,100.0,549,0,0,1,549,1391111,1390563,0.0,1014.0,group1753,3356-147A,3356-147A_04856
700,group1754|3356-147A|3356-147A_04855,unitig_0|quiver,100.0,354,0,0,1,354,1391597,1391244,0.0,654.0,group1754,3356-147A,3356-147A_04855
701,group1755|3356-147A|3356-147A_04854,unitig_0|quiver,100.0,606,0,0,1,606,1391763,1392368,0.0,1120.0,group1755,3356-147A,3356-147A_04854
