,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qends,start,send,evalue,bitscore,gene,strain,contig
4444,group5893|3385-158|3385-158_01784,unitig_0|quiver,100.0,1107,0,0,1,1107,1432702,1433808,0.0,2045.0,group5893,3385-158,3385-158_01784
58,group1057|3385-158|3385-158_01783,unitig_0|quiver,100.0,768,0,0,1,768,1433990,1434757,0.0,1419.0,group1057,3385-158,3385-158_01783
57,group1056|3385-158|3385-158_01782,unitig_0|quiver,100.0,927,0,0,1,927,1435014,1435940,0.0,1712.0,group1056,3385-158,3385-158_01782
56,group1055|3385-158|3385-158_01781,unitig_0|quiver,100.0,723,0,0,1,723,1436037,1436759,0.0,1336.0,group1055,3385-158,3385-158_01781
55,group1054|3385-158|3385-158_01780,unitig_0|quiver,100.0,561,0,0,1,561,1436812,1437372,0.0,1037.0,group1054,3385-158,3385-158_01780
54,group1053|3385-158|3385-158_01779,unitig_0|quiver,100.0,744,0,0,1,744,1437410,1438153,0.0,1375.0,group1053,3385-158,3385-158_01779
53,group1052|3385-158|3385-158_01778,unitig_0|quiver,100.0,831,0,0,1,831,1438153,1438983,0.0,1535.0,group1052,3385-158,3385-158_01778
52,group1051|3385-158|3385-158_01777,unitig_0|quiver,100.0,1134,0,0,1,1134,1439012,1440145,0.0,2095.0,group1051,3385-158,3385-158_01777
51,group1050|3385-158|3385-158_01776,unitig_0|quiver,100.0,2343,0,0,1,2343,1440335,1442677,0.0,4327.0,group1050,3385-158,3385-158_01776
50,group1049|3385-158|3385-158_01775,unitig_0|quiver,99.906,1066,0,1,1,1065,1442728,1443793,0.0,1962.0,group1049,3385-158,3385-158_01775
49,group1048|3385-158|3385-158_01774,unitig_0|quiver,100.0,468,0,0,1,468,1443786,1444253,0.0,865.0,group1048,3385-158,3385-158_01774
48,group1047|3385-158|3385-158_01773,unitig_0|quiver,100.0,819,0,0,1,819,1444250,1445068,0.0,1513.0,group1047,3385-158,3385-158_01773
47,group1046|3385-158|3385-158_01772,unitig_0|quiver,100.0,882,0,0,1,882,1445072,1445953,0.0,1629.0,group1046,3385-158,3385-158_01772
46,group1045|3385-158|3385-158_01771,unitig_0|quiver,100.0,1179,0,0,1,1179,1445950,1447128,0.0,2178.0,group1045,3385-158,3385-158_01771
45,group1044|3385-158|3385-158_01770,unitig_0|quiver,100.0,1290,0,0,1,1290,1448449,1447160,0.0,2383.0,group1044,3385-158,3385-158_01770
44,group1043|3385-158|3385-158_01769,unitig_0|quiver,100.0,2433,0,0,1,2433,1448739,1451171,0.0,4494.0,group1043,3385-158,3385-158_01769
43,group1042|3385-158|3385-158_01768,unitig_0|quiver,100.0,720,0,0,1,720,1451871,1451152,0.0,1330.0,group1042,3385-158,3385-158_01768
42,group1041|3385-158|3385-158_01767,unitig_0|quiver,100.0,897,0,0,1,897,1452070,1452966,0.0,1657.0,group1041,3385-158,3385-158_01767
41,group1040|3385-158|3385-158_01766,unitig_0|quiver,100.0,846,0,0,1,846,1452963,1453808,0.0,1563.0,group1040,3385-158,3385-158_01766
40,group1039|3385-158|3385-158_01765,unitig_0|quiver,100.0,1275,0,0,1,1275,1453950,1455224,0.0,2355.0,group1039,3385-158,3385-158_01765
3332,group4489|3385-158|3385-158_01764,unitig_0|quiver,100.0,321,0,0,1,321,1455362,1455682,3.94e-170,593.0,group4489,3385-158,3385-158_01764
3333,group4490|3385-158|3385-158_01763,unitig_0|quiver,100.0,1047,0,0,1,1047,1455828,1456874,0.0,1934.0,group4490,3385-158,3385-158_01763
3337,group4492|3385-158|3385-158_01761,unitig_0|quiver,84.762,210,30,2,1,209,1456890,1457098,7.39e-54,209.0,group4492,3385-158,3385-158_01761
3335,group4491|3385-158|3385-158_01762,unitig_0|quiver,84.762,210,30,2,1,209,1458297,1458505,7.62e-54,209.0,group4491,3385-158,3385-158_01762
3338,group4493|3385-158|3385-158_01760,unitig_0|quiver,100.0,642,0,0,1,642,1459666,1460307,0.0,1186.0,group4493,3385-158,3385-158_01760
3339,group4494|3385-158|3385-158_01759,unitig_0|quiver,100.0,582,0,0,1,582,1460310,1460891,0.0,1075.0,group4494,3385-158,3385-158_01759
3340,group4495|3385-158|3385-158_01758,unitig_0|quiver,100.0,1467,0,0,1,1467,1460908,1462374,0.0,2710.0,group4495,3385-158,3385-158_01758
3341,group4496|3385-158|3385-158_01757,unitig_0|quiver,100.0,255,0,0,1,255,1462489,1462743,1.5e-133,472.0,group4496,3385-158,3385-158_01757
3342,group4497|3385-158|3385-158_01756,unitig_0|quiver,100.0,249,0,0,1,249,1462769,1463017,3.16e-130,460.0,group4497,3385-158,3385-158_01756
3343,group4498|3385-158|3385-158_01755,unitig_0|quiver,100.0,972,0,0,1,972,1463161,1464132,0.0,1796.0,group4498,3385-158,3385-158_01755
3344,group4499|3385-158|3385-158_01754,unitig_0|quiver,100.0,552,0,0,1,552,1464198,1464749,0.0,1020.0,group4499,3385-158,3385-158_01754
3345,group4500|3385-158|3385-158_01753,unitig_0|quiver,100.0,597,0,0,1,597,1464790,1465386,0.0,1103.0,group4500,3385-158,3385-158_01753
3346,group4501|3385-158|3385-158_01752,unitig_0|quiver,100.0,453,0,0,1,453,1465396,1465848,0.0,837.0,group4501,3385-158,3385-158_01752
3347,group4502|3385-158|3385-158_01751,unitig_0|quiver,100.0,504,0,0,1,504,1466366,1465863,0.0,931.0,group4502,3385-158,3385-158_01751
3348,group4503|3385-158|3385-158_01750,unitig_0|quiver,100.0,1218,0,0,1,1218,1467580,1466363,0.0,2250.0,group4503,3385-158,3385-158_01750
3349,group4504|3385-158|3385-158_01749,unitig_0|quiver,100.0,948,0,0,1,948,1467795,1468742,0.0,1751.0,group4504,3385-158,3385-158_01749
3350,group4505|3385-158|3385-158_01748,unitig_0|quiver,100.0,1155,0,0,1,1155,1468739,1469893,0.0,2134.0,group4505,3385-158,3385-158_01748
3351,group4506|3385-158|3385-158_01747,unitig_0|quiver,100.0,1452,0,0,1,1452,1469890,1471341,0.0,2682.0,group4506,3385-158,3385-158_01747
3352,group4509|3385-158|3385-158_01746,unitig_0|quiver,100.0,789,0,0,1,789,1472268,1471480,0.0,1458.0,group4509,3385-158,3385-158_01746
4731,group6372|3385-158|3385-158_04597,unitig_0|quiver,81.305,1134,207,5,12,1143,1473650,1472520,0.0,915.0,group6372,3385-158,3385-158_04597
3353,group4510|3385-158|3385-158_01744,unitig_0|quiver,100.0,213,0,0,1,213,1474004,1473792,2.75e-110,394.0,group4510,3385-158,3385-158_01744
3354,group4511|3385-158|3385-158_01743,unitig_0|quiver,100.0,810,0,0,1,810,1474810,1474001,0.0,1496.0,group4511,3385-158,3385-158_01743
2779,group3864|3385-158|3385-158_03560,unitig_0|quiver,73.147,1039,251,26,604,1628,1476195,1475171,2.03e-95,348.0,group3864,3385-158,3385-158_03560
3357,group4513|3385-158|3385-158_01741,unitig_0|quiver,100.0,390,0,0,1,390,1477460,1477071,0.0,721.0,group4513,3385-158,3385-158_01741
3358,group4514|3385-158|3385-158_01740,unitig_0|quiver,100.0,2427,0,0,1,2427,1479972,1477546,0.0,4482.0,group4514,3385-158,3385-158_01740
3359,group4515|3385-158|3385-158_01739,unitig_0|quiver,100.0,273,0,0,1,273,1480523,1480251,1.59e-143,505.0,group4515,3385-158,3385-158_01739
3360,group4516|3385-158|3385-158_01738,unitig_0|quiver,100.0,954,0,0,1,954,1481766,1480813,0.0,1762.0,group4516,3385-158,3385-158_01738
3361,group4517|3385-158|3385-158_01737,unitig_0|quiver,100.0,1653,0,0,1,1653,1482230,1483882,0.0,3053.0,group4517,3385-158,3385-158_01737
2480,group3499|3385-158|3385-158_01736,unitig_0|quiver,100.0,351,0,0,1,351,1484396,1484046,0.0,649.0,group3499,3385-158,3385-158_01736
2479,group3492|3385-158|3385-158_01734,unitig_0|quiver,100.0,2268,0,0,1,2268,1485593,1487860,0.0,4189.0,group3492,3385-158,3385-158_01734
2478,group3491|3385-158|3385-158_01733,unitig_0|quiver,100.0,1365,0,0,1,1365,1487850,1489214,0.0,2521.0,group3491,3385-158,3385-158_01733
2477,group3490|3385-158|3385-158_01732,unitig_0|quiver,100.0,864,0,0,1,864,1489278,1490141,0.0,1596.0,group3490,3385-158,3385-158_01732
2475,group3489|3385-158|3385-158_01731,unitig_0|quiver,100.0,243,0,0,1,243,1490255,1490497,6.66e-127,449.0,group3489,3385-158,3385-158_01731
2474,group3488|3385-158|3385-158_01730,unitig_0|quiver,100.0,1326,0,0,1,1326,1490575,1491900,0.0,2449.0,group3488,3385-158,3385-158_01730
2473,group3487|3385-158|3385-158_01729,unitig_0|quiver,100.0,846,0,0,1,846,1492957,1492112,0.0,1563.0,group3487,3385-158,3385-158_01729
2472,group3486|3385-158|3385-158_01728,unitig_0|quiver,100.0,588,0,0,1,588,1493596,1493009,0.0,1086.0,group3486,3385-158,3385-158_01728
2471,group3485|3385-158|3385-158_01727,unitig_0|quiver,100.0,1437,0,0,1,1437,1493865,1495301,0.0,2654.0,group3485,3385-158,3385-158_01727
2470,group3484|3385-158|3385-158_01726,unitig_0|quiver,100.0,315,0,0,1,315,1495304,1495618,8.35e-167,582.0,group3484,3385-158,3385-158_01726
2469,group3483|3385-158|3385-158_01725,unitig_0|quiver,100.0,1671,0,0,1,1671,1495627,1497297,0.0,3086.0,group3483,3385-158,3385-158_01725
2468,group3482|3385-158|3385-158_01724,unitig_0|quiver,100.0,513,0,0,1,513,1497308,1497820,0.0,948.0,group3482,3385-158,3385-158_01724
2467,group3481|3385-158|3385-158_01723,unitig_0|quiver,100.0,1212,0,0,1,1212,1497910,1499121,0.0,2239.0,group3481,3385-158,3385-158_01723
2466,group3480|3385-158|3385-158_01722,unitig_0|quiver,100.0,963,0,0,1,963,1500051,1499089,0.0,1779.0,group3480,3385-158,3385-158_01722
2463,group3479|3385-158|3385-158_01721,unitig_0|quiver,100.0,936,0,0,1,936,1501213,1500278,0.0,1729.0,group3479,3385-158,3385-158_01721
2459,group3474|3385-158|3385-158_01720,unitig_0|quiver,100.0,750,0,0,1,750,1502232,1501483,0.0,1386.0,group3474,3385-158,3385-158_01720
4415,group5812|3385-158|3385-158_01717,unitig_0|quiver,100.0,195,0,0,1,195,1503088,1502894,2.53e-100,361.0,group5812,3385-158,3385-158_01717
4416,group5813|3385-158|3385-158_01716,unitig_0|quiver,100.0,204,0,0,1,204,1503343,1503546,2.64e-105,377.0,group5813,3385-158,3385-158_01716
4417,group5815|3385-158|3385-158_01715,unitig_0|quiver,100.0,465,0,0,1,465,1503973,1504437,0.0,859.0,group5815,3385-158,3385-158_01715
4418,group5816|3385-158|3385-158_01714,unitig_0|quiver,100.0,228,0,0,1,228,1504795,1504568,1.36e-118,422.0,group5816,3385-158,3385-158_01714
4391,group5769|3385-158|3385-158_01712,unitig_0|quiver,100.0,1494,0,0,1,1494,1505465,1506958,0.0,2760.0,group5769,3385-158,3385-158_01712
4392,group5770|3385-158|3385-158_01711,unitig_0|quiver,100.0,738,0,0,1,738,1507714,1506977,0.0,1363.0,group5770,3385-158,3385-158_01711
4393,group5771|3385-158|3385-158_01710,unitig_0|quiver,100.0,480,0,0,1,480,1508013,1508492,0.0,887.0,group5771,3385-158,3385-158_01710
4443,group5888|3385-158|3385-158_01709,unitig_0|quiver,100.0,231,0,0,1,231,1508837,1509067,2.97e-120,427.0,group5888,3385-158,3385-158_01709
4442,group5887|3385-158|3385-158_01708,unitig_0|quiver,100.0,537,0,0,1,537,1509077,1509613,0.0,992.0,group5887,3385-158,3385-158_01708
4441,group5886|3385-158|3385-158_01707,unitig_0|quiver,100.0,261,0,0,1,261,1509647,1509907,7.1e-137,483.0,group5886,3385-158,3385-158_01707
4296,group5673|3385-158|3385-158_01706,unitig_0|quiver,100.0,291,0,0,1,291,1511071,1511361,1.68e-153,538.0,group5673,3385-158,3385-158_01706
4295,group5672|3385-158|3385-158_01705,unitig_0|quiver,99.879,828,0,1,1,828,1512369,1511543,0.0,1522.0,group5672,3385-158,3385-158_01705
4294,group5671|3385-158|3385-158_01704,unitig_0|quiver,100.0,216,0,0,1,216,1512859,1513074,6e-112,399.0,group5671,3385-158,3385-158_01704
4293,group5670|3385-158|3385-158_01703,unitig_0|quiver,100.0,177,0,0,1,177,1513177,1513353,2.3e-90,327.0,group5670,3385-158,3385-158_01703
4292,group5669|3385-158|3385-158_01702,unitig_0|quiver,100.0,252,0,0,1,252,1513353,1513604,6.88e-132,466.0,group5669,3385-158,3385-158_01702
4291,group5668|3385-158|3385-158_01701,unitig_0|quiver,100.0,1497,0,0,1,1497,1515412,1513916,0.0,2765.0,group5668,3385-158,3385-158_01701
4085,group5421|3385-158|3385-158_01700,unitig_0|quiver,100.0,525,0,0,1,525,1515457,1515981,0.0,970.0,group5421,3385-158,3385-158_01700
4086,group5422|3385-158|3385-158_01699,unitig_0|quiver,100.0,477,0,0,1,477,1516093,1516569,0.0,881.0,group5422,3385-158,3385-158_01699
4087,group5423|3385-158|3385-158_06125,unitig_0|quiver,100.0,642,0,0,1,642,1518795,1518154,0.0,1186.0,group5423,3385-158,3385-158_06125
4088,group5424|3385-158|3385-158_06126,unitig_0|quiver,100.0,1101,0,0,1,1101,1519914,1518814,0.0,2034.0,group5424,3385-158,3385-158_06126
4089,group5425|3385-158|3385-158_06127,unitig_0|quiver,100.0,1176,0,0,1,1176,1521135,1519960,0.0,2172.0,group5425,3385-158,3385-158_06127
4090,group5426|3385-158|3385-158_06128,unitig_0|quiver,100.0,1305,0,0,1,1305,1521361,1522665,0.0,2410.0,group5426,3385-158,3385-158_06128
4091,group5427|3385-158|3385-158_06129,unitig_0|quiver,100.0,939,0,0,1,939,1522744,1523682,0.0,1735.0,group5427,3385-158,3385-158_06129
4092,group5428|3385-158|3385-158_06130,unitig_0|quiver,100.0,849,0,0,1,849,1523675,1524523,0.0,1568.0,group5428,3385-158,3385-158_06130
2042,group3039|3385-158|3385-158_03942,unitig_0|quiver,71.299,662,152,32,85,727,1524631,1525273,1.08e-31,135.0,group3039,3385-158,3385-158_03942
1620,group2553|3385-158|3385-158_06133,unitig_0|quiver,100.0,501,0,0,1,501,1526883,1527383,0.0,926.0,group2553,3385-158,3385-158_06133
1622,group2555|3385-158|3385-158_06134,unitig_0|quiver,100.0,924,0,0,1,924,1528575,1527652,0.0,1707.0,group2555,3385-158,3385-158_06134
1623,group2556|3385-158|3385-158_06135,unitig_0|quiver,100.0,975,0,0,1,975,1529585,1528611,0.0,1801.0,group2556,3385-158,3385-158_06135
1624,group2557|3385-158|3385-158_06136,unitig_0|quiver,100.0,711,0,0,1,711,1530361,1529651,0.0,1314.0,group2557,3385-158,3385-158_06136
1625,group2558|3385-158|3385-158_06137,unitig_0|quiver,100.0,1596,0,0,1,1596,1530495,1532090,0.0,2948.0,group2558,3385-158,3385-158_06137
1626,group2559|3385-158|3385-158_06138,unitig_0|quiver,100.0,1029,0,0,1,1029,1532111,1533139,0.0,1901.0,group2559,3385-158,3385-158_06138
1628,group2560|3385-158|3385-158_06139,unitig_0|quiver,100.0,903,0,0,1,903,1533136,1534038,0.0,1668.0,group2560,3385-158,3385-158_06139
1629,group2561|3385-158|3385-158_06140,unitig_0|quiver,100.0,846,0,0,1,846,1534025,1534870,0.0,1563.0,group2561,3385-158,3385-158_06140
1634,group2563|3385-158|3385-158_06142,unitig_0|quiver,100.0,1056,0,0,1,1056,1536928,1535873,0.0,1951.0,group2563,3385-158,3385-158_06142
1635,group2564|3385-158|3385-158_06143,unitig_0|quiver,100.0,2523,0,0,1,2523,1537175,1539697,0.0,4660.0,group2564,3385-158,3385-158_06143
1636,group2565|3385-158|3385-158_06144,unitig_0|quiver,100.0,1260,0,0,1,1260,1539763,1541022,0.0,2327.0,group2565,3385-158,3385-158_06144
1637,group2566|3385-158|3385-158_06145,unitig_0|quiver,100.0,1038,0,0,1,1038,1541034,1542071,0.0,1917.0,group2566,3385-158,3385-158_06145
1638,group2567|3385-158|3385-158_06146,unitig_0|quiver,100.0,1050,0,0,1,1050,1542068,1543117,0.0,1940.0,group2567,3385-158,3385-158_06146
4440,group5883|3385-158|3385-158_06149,unitig_0|quiver,100.0,345,0,0,1,345,1545735,1545391,0.0,638.0,group5883,3385-158,3385-158_06149
1657,group2572|3385-158|3385-158_06150,unitig_0|quiver,100.0,210,0,0,1,210,1545949,1546158,1.26e-108,388.0,group2572,3385-158,3385-158_06150
1658,group2573|3385-158|3385-158_06151,unitig_0|quiver,100.0,312,0,0,1,312,1546231,1546542,3.84e-165,577.0,group2573,3385-158,3385-158_06151
1659,group2574|3385-158|3385-158_06152,unitig_0|quiver,100.0,1290,0,0,1,1290,1546804,1548093,0.0,2383.0,group2574,3385-158,3385-158_06152
1170,group2108|3385-158|3385-158_04984,unitig_0|quiver,92.857,42,3,0,466,507,1548544,1548585,1.25e-09,62.1,group2108,3385-158,3385-158_04984
1663,group2576|3385-158|3385-158_06154,unitig_0|quiver,100.0,1203,0,0,1,1203,1548812,1550014,0.0,2222.0,group2576,3385-158,3385-158_06154
1664,group2577|3385-158|3385-158_06155,unitig_0|quiver,100.0,366,0,0,1,366,1550088,1550453,0.0,676.0,group2577,3385-158,3385-158_06155
1665,group2578|3385-158|3385-158_06156,unitig_0|quiver,100.0,621,0,0,1,621,1550662,1551282,0.0,1147.0,group2578,3385-158,3385-158_06156
1666,group2579|3385-158|3385-158_06157,unitig_0|quiver,100.0,813,0,0,1,813,1552234,1551422,0.0,1502.0,group2579,3385-158,3385-158_06157
1670,group2580|3385-158|3385-158_06158,unitig_0|quiver,100.0,729,0,0,1,729,1552581,1553309,0.0,1347.0,group2580,3385-158,3385-158_06158
1671,group2581|3385-158|3385-158_06159,unitig_0|quiver,100.0,981,0,0,1,981,1553319,1554299,0.0,1812.0,group2581,3385-158,3385-158_06159
3998,group5286|3385-158|3385-158_00923,unitig_0|quiver,92.683,41,3,0,526,566,1554840,1554880,9.06e-09,60.2,group5286,3385-158,3385-158_00923
1674,group2583|3385-158|3385-158_06161,unitig_0|quiver,100.0,1086,0,0,1,1086,1555897,1556982,0.0,2006.0,group2583,3385-158,3385-158_06161
1675,group2584|3385-158|3385-158_06162,unitig_0|quiver,100.0,921,0,0,1,921,1556979,1557899,0.0,1701.0,group2584,3385-158,3385-158_06162
1676,group2585|3385-158|3385-158_06163,unitig_0|quiver,100.0,1077,0,0,1,1077,1557954,1559030,0.0,1989.0,group2585,3385-158,3385-158_06163
1677,group2586|3385-158|3385-158_06164,unitig_0|quiver,100.0,963,0,0,1,963,1559177,1560139,0.0,1779.0,group2586,3385-158,3385-158_06164
1943,group2957|3385-158|3385-158_00857,unitig_0|quiver,95.0,40,1,1,145,184,1560483,1560521,2.52e-09,62.1,group2957,3385-158,3385-158_00857
1680,group2588|3385-158|3385-158_06166,unitig_0|quiver,100.0,1014,0,0,1,1014,1561883,1562896,0.0,1873.0,group2588,3385-158,3385-158_06166
1681,group2589|3385-158|3385-158_06167,unitig_0|quiver,100.0,969,0,0,1,969,1562893,1563861,0.0,1790.0,group2589,3385-158,3385-158_06167
1683,group2590|3385-158|3385-158_06168,unitig_0|quiver,100.0,786,0,0,1,786,1563878,1564663,0.0,1452.0,group2590,3385-158,3385-158_06168
4439,group5882|3385-158|3385-158_06169,unitig_0|quiver,100.0,1362,0,0,1,1362,1564828,1566189,0.0,2516.0,group5882,3385-158,3385-158_06169
4056,group5373|3385-158|3385-158_06170,unitig_0|quiver,100.0,1827,0,0,1,1827,1566298,1568124,0.0,3374.0,group5373,3385-158,3385-158_06170
4057,group5374|3385-158|3385-158_06171,unitig_0|quiver,100.0,708,0,0,1,708,1568261,1568968,0.0,1308.0,group5374,3385-158,3385-158_06171
4058,group5375|3385-158|3385-158_06172,unitig_0|quiver,100.0,2106,0,0,1,2106,1571154,1569049,0.0,3890.0,group5375,3385-158,3385-158_06172
4059,group5376|3385-158|3385-158_06173,unitig_0|quiver,100.0,306,0,0,1,306,1571247,1571552,8.15e-162,566.0,group5376,3385-158,3385-158_06173
4060,group5377|3385-158|3385-158_06174,unitig_0|quiver,100.0,3501,0,0,1,3501,1571549,1575049,0.0,6466.0,group5377,3385-158,3385-158_06174
4061,group5378|3385-158|3385-158_06175,unitig_0|quiver,100.0,468,0,0,1,468,1575114,1575581,0.0,865.0,group5378,3385-158,3385-158_06175
4062,group5379|3385-158|3385-158_06176,unitig_0|quiver,100.0,672,0,0,1,672,1576270,1575599,0.0,1242.0,group5379,3385-158,3385-158_06176
4063,group5380|3385-158|3385-158_06177,unitig_0|quiver,100.0,1803,0,0,1,1803,1578138,1576336,0.0,3330.0,group5380,3385-158,3385-158_06177
4064,group5381|3385-158|3385-158_06178,unitig_0|quiver,100.0,663,0,0,1,663,1578423,1579085,0.0,1225.0,group5381,3385-158,3385-158_06178
3483,group4675|3385-158|3385-158_06179,unitig_0|quiver,100.0,330,0,0,1,330,1579529,1579200,4.02e-175,610.0,group4675,3385-158,3385-158_06179
3482,group4674|3385-158|3385-158_06180,unitig_0|quiver,100.0,1410,0,0,1,1410,1581199,1579790,0.0,2604.0,group4674,3385-158,3385-158_06180
3481,group4673|3385-158|3385-158_06181,unitig_0|quiver,100.0,339,0,0,1,339,1581616,1581278,4.11e-180,627.0,group4673,3385-158,3385-158_06181
3480,group4672|3385-158|3385-158_06182,unitig_0|quiver,100.0,1473,0,0,1,1473,1581960,1583432,0.0,2721.0,group4672,3385-158,3385-158_06182
3479,group4671|3385-158|3385-158_06183,unitig_0|quiver,100.0,1020,0,0,1,1020,1583730,1584749,0.0,1884.0,group4671,3385-158,3385-158_06183
3478,group4670|3385-158|3385-158_06184,unitig_0|quiver,100.0,807,0,0,1,807,1585664,1584858,0.0,1491.0,group4670,3385-158,3385-158_06184
3477,group4669|3385-158|3385-158_06185,unitig_0|quiver,100.0,456,0,0,1,456,1586144,1585689,0.0,843.0,group4669,3385-158,3385-158_06185
3476,group4668|3385-158|3385-158_06186,unitig_0|quiver,100.0,2922,0,0,1,2922,1589068,1586147,0.0,5397.0,group4668,3385-158,3385-158_06186
3475,group4667|3385-158|3385-158_06187,unitig_0|quiver,100.0,507,0,0,1,507,1589351,1589857,0.0,937.0,group4667,3385-158,3385-158_06187
3474,group4666|3385-158|3385-158_06663,unitig_0|quiver,100.0,648,0,0,1,648,1592333,1591686,0.0,1197.0,group4666,3385-158,3385-158_06663
3473,group4665|3385-158|3385-158_06664,unitig_0|quiver,100.0,2793,0,0,1,2793,1592634,1595426,0.0,5158.0,group4665,3385-158,3385-158_06664
4438,group5880|3385-158|3385-158_06665,unitig_0|quiver,100.0,135,0,0,1,135,1595749,1595615,3.74e-67,250.0,group5880,3385-158,3385-158_06665
3472,group4664|3385-158|3385-158_06666,unitig_0|quiver,100.0,156,0,0,1,156,1595941,1595786,9.39e-79,289.0,group4664,3385-158,3385-158_06666
3471,group4663|3385-158|3385-158_06667,unitig_0|quiver,100.0,282,0,0,1,282,1596346,1596065,1.64e-148,521.0,group4663,3385-158,3385-158_06667
3470,group4662|3385-158|3385-158_06668,unitig_0|quiver,100.0,495,0,0,1,495,1596437,1596931,0.0,915.0,group4662,3385-158,3385-158_06668
3469,group4661|3385-158|3385-158_06669,unitig_0|quiver,100.0,573,0,0,1,573,1596974,1597546,0.0,1059.0,group4661,3385-158,3385-158_06669
3468,group4660|3385-158|3385-158_06670,unitig_0|quiver,100.0,510,0,0,1,510,1597576,1598085,0.0,942.0,group4660,3385-158,3385-158_06670
3467,group4659|3385-158|3385-158_06671,unitig_0|quiver,100.0,1101,0,0,1,1101,1598142,1599242,0.0,2034.0,group4659,3385-158,3385-158_06671
3466,group4658|3385-158|3385-158_06672,unitig_0|quiver,100.0,1131,0,0,1,1131,1599243,1600373,0.0,2089.0,group4658,3385-158,3385-158_06672
3465,group4657|3385-158|3385-158_06676,unitig_0|quiver,100.0,429,0,0,1,429,1603229,1602801,0.0,793.0,group4657,3385-158,3385-158_06676
3464,group4656|3385-158|3385-158_06677,unitig_0|quiver,100.0,1266,0,0,1,1266,1604577,1603312,0.0,2338.0,group4656,3385-158,3385-158_06677
3463,group4655|3385-158|3385-158_06678,unitig_0|quiver,100.0,507,0,0,1,507,1605148,1604642,0.0,937.0,group4655,3385-158,3385-158_06678
3462,group4654|3385-158|3385-158_06679,unitig_0|quiver,100.0,360,0,0,1,360,1605549,1605190,0.0,665.0,group4654,3385-158,3385-158_06679
3461,group4653|3385-158|3385-158_06680,unitig_0|quiver,100.0,2127,0,0,1,2127,1607851,1605725,0.0,3928.0,group4653,3385-158,3385-158_06680
4138,group5499|3385-158|3385-158_06681,unitig_0|quiver,100.0,2373,0,0,1,2373,1608113,1610485,0.0,4383.0,group5499,3385-158,3385-158_06681
4139,group5500|3385-158|3385-158_06682,unitig_0|quiver,100.0,189,0,0,1,189,1610688,1610500,5.28e-97,350.0,group5500,3385-158,3385-158_06682
4159,group5502|3385-158|3385-158_06684,unitig_0|quiver,100.0,396,0,0,1,396,1611393,1611788,0.0,732.0,group5502,3385-158,3385-158_06684
4160,group5503|3385-158|3385-158_06685,unitig_0|quiver,100.0,831,0,0,1,831,1612008,1612838,0.0,1535.0,group5503,3385-158,3385-158_06685
4163,group5505|3385-158|3385-158_06687,unitig_0|quiver,100.0,924,0,0,1,924,1614012,1614935,0.0,1707.0,group5505,3385-158,3385-158_06687
4164,group5506|3385-158|3385-158_06688,unitig_0|quiver,100.0,837,0,0,1,837,1614932,1615768,0.0,1546.0,group5506,3385-158,3385-158_06688
4165,group5507|3385-158|3385-158_06689,unitig_0|quiver,100.0,1266,0,0,1,1266,1615795,1617060,0.0,2338.0,group5507,3385-158,3385-158_06689
4175,group5523|3385-158|3385-158_06690,unitig_0|quiver,100.0,981,0,0,1,981,1618112,1617132,0.0,1812.0,group5523,3385-158,3385-158_06690
5019,group6927|3385-158|3385-158_06885,unitig_0|quiver,92.724,1072,71,3,37,1101,1618388,1619459,0.0,1541.0,group6927,3385-158,3385-158_06885
4176,group5524|3385-158|3385-158_06691,unitig_0|quiver,100.0,2847,0,0,1,2847,1618413,1621259,0.0,5258.0,group5524,3385-158,3385-158_06691
4179,group5525|3385-158|3385-158_06692,unitig_0|quiver,100.0,681,0,0,1,681,1621954,1621274,0.0,1258.0,group5525,3385-158,3385-158_06692
4180,group5526|3385-158|3385-158_06693,unitig_0|quiver,100.0,492,0,0,1,492,1622442,1621951,0.0,909.0,group5526,3385-158,3385-158_06693
4181,group5527|3385-158|3385-158_06694,unitig_0|quiver,100.0,1167,0,0,1,1167,1623724,1622558,0.0,2156.0,group5527,3385-158,3385-158_06694
4182,group5528|3385-158|3385-158_06695,unitig_0|quiver,100.0,612,0,0,1,612,1623940,1624551,0.0,1131.0,group5528,3385-158,3385-158_06695
3212,group4372|3385-158|3385-158_06697,unitig_0|quiver,100.0,1509,0,0,1,1509,1625019,1626527,0.0,2787.0,group4372,3385-158,3385-158_06697
1331,group2242|3385-158|3385-158_06698,unitig_0|quiver,100.0,369,0,0,1,369,1626668,1627036,0.0,682.0,group2242,3385-158,3385-158_06698
29,group1026|3385-158|3385-158_04017,unitig_0|quiver,72.852,1606,381,44,30,1609,1639454,1637878,5.22e-141,499.0,group1026,3385-158,3385-158_04017
4557,group6068|3385-158|3385-158_04399,unitig_0|quiver,100.0,555,0,0,1,555,1673669,1674223,0.0,1026.0,group6068,3385-158,3385-158_04399
4214,group5577|3385-158|3385-158_03803,unitig_0|quiver,100.0,37,0,0,22,58,1675389,1675425,9.66e-12,69.4,group5577,3385-158,3385-158_03803
1781,group2719|3385-158|3385-158_06313,unitig_0|quiver,95.833,1128,47,0,1,1128,1744334,1745461,0.0,1823.0,group2719,3385-158,3385-158_06313
